wavelengths,flambda
757,6.993460000000002e-15
758,6.981860000000001e-15
759,7.0104600000000015e-15
760,7.045330000000002e-15
761,6.93765e-15
762,6.916310000000001e-15
763,6.9488600000000015e-15
764,6.957440000000001e-15
765,6.921290000000002e-15
766,6.831850000000001e-15
767,6.8618600000000014e-15
768,6.884370000000002e-15
769,6.852570000000002e-15
770,6.836690000000001e-15
771,6.8431200000000014e-15
772,6.808000000000001e-15
773,6.7838300000000004e-15
774,6.80344e-15
775,6.6476500000000014e-15
776,6.793260000000001e-15
777,6.759700000000001e-15
778,6.661270000000001e-15
779,6.710580000000002e-15
780,6.676220000000002e-15
781,6.67013e-15
782,6.734550000000001e-15
783,6.639080000000001e-15
784,6.635340000000001e-15
785,6.643770000000002e-15
786,6.668350000000001e-15
787,6.634380000000001e-15
788,6.589920000000002e-15
789,6.633470000000001e-15
790,6.538540000000002e-15
791,6.563800000000001e-15
792,6.4737900000000014e-15
793,6.4257900000000014e-15
794,6.367360000000001e-15
795,6.392640000000001e-15
796,6.463320000000001e-15
797,6.5056300000000015e-15
798,6.503960000000002e-15
799,6.4890900000000015e-15
800,6.324080000000001e-15
801,6.406170000000001e-15
802,6.422300000000001e-15
803,6.3027200000000016e-15
804,6.372170000000002e-15
805,6.256760000000002e-15
806,6.397630000000001e-15
807,6.326350000000001e-15
808,6.331370000000001e-15
809,6.2673000000000015e-15
810,6.2145600000000005e-15
811,6.308830000000002e-15
812,6.266970000000002e-15
813,6.263990000000002e-15
814,6.185810000000002e-15
815,6.0880500000000016e-15
816,6.062210000000001e-15
817,5.981510000000001e-15
818,5.961890000000002e-15
819,5.93088e-15
820,5.84347e-15
821,6.119090000000001e-15
822,5.954910000000001e-15
823,5.7304800000000016e-15
824,6.026110000000001e-15
825,6.061820000000001e-15
826,6.039530000000001e-15
827,6.086290000000001e-15
828,5.926410000000001e-15
829,5.919420000000002e-15
830,5.928720000000001e-15
831,5.904690000000002e-15
832,5.884850000000001e-15
833,5.8108600000000015e-15
834,5.77606e-15
835,5.89313e-15
836,5.922460000000001e-15
837,5.893670000000002e-15
838,5.883940000000001e-15
839,5.7949500000000016e-15
840,5.901530000000001e-15
841,5.859790000000001e-15
842,5.828160000000002e-15
843,5.823060000000001e-15
844,5.769430000000001e-15
845,5.814260000000001e-15
846,5.869660000000001e-15
847,5.74977e-15
848,5.810990000000002e-15
849,5.757340000000001e-15
850,5.189190000000001e-15
851,5.669070000000001e-15
852,5.629670000000001e-15
853,5.565930000000001e-15
854,4.7057800000000005e-15
855,4.9317900000000004e-15
856,5.485890000000001e-15
857,5.560650000000001e-15
858,5.51658e-15
859,5.4988900000000005e-15
860,5.481120000000001e-15
861,5.492070000000002e-15
862,5.4750800000000014e-15
863,5.535010000000001e-15
864,5.536120000000001e-15
865,5.438540000000002e-15
866,4.8338600000000016e-15
867,4.84862e-15
868,5.341870000000001e-15
869,5.288190000000001e-15
870,5.522420000000001e-15
871,5.471240000000002e-15
872,5.506890000000001e-15
873,5.456930000000001e-15
874,5.411670000000001e-15
875,5.391180000000001e-15
876,5.425090000000001e-15
877,5.4262000000000005e-15
878,5.441720000000001e-15
879,5.354690000000001e-15
880,5.334540000000001e-15
881,5.1980300000000006e-15
882,5.3700400000000016e-15
883,5.3700200000000004e-15
884,5.288360000000001e-15
885,5.353380000000001e-15
886,5.265840000000001e-15
887,5.212190000000001e-15
888,5.308120000000001e-15
889,5.332530000000001e-15
890,5.306210000000001e-15
891,5.318500000000001e-15
892,5.272190000000001e-15
893,5.213250000000001e-15
894,5.272440000000002e-15
895,5.186610000000001e-15
896,5.20934e-15
897,5.147180000000001e-15
898,5.197190000000002e-15
899,5.0088900000000016e-15
900,5.104140000000001e-15
901,5.071960000000001e-15
902,5.07463e-15
903,5.207430000000001e-15
904,5.260470000000002e-15
905,5.248240000000001e-15
906,5.130130000000002e-15
907,5.0903800000000005e-15
908,5.017360000000001e-15
909,4.952380000000001e-15
910,4.987260000000001e-15
911,5.071300000000001e-15
912,5.0459500000000015e-15
913,5.018440000000001e-15
914,5.056960000000002e-15
915,4.9570800000000005e-15
916,5.031300000000001e-15
917,4.9820500000000006e-15
918,4.98245e-15
919,5.039940000000001e-15
920,5.054110000000001e-15
921,4.959780000000001e-15
922,4.949610000000001e-15
923,5.02255e-15
924,4.918740000000001e-15
925,4.948550000000001e-15
926,4.8938100000000005e-15
927,5.072560000000001e-15
928,5.044060000000001e-15
929,5.0321300000000016e-15
930,4.961190000000001e-15
931,4.8569600000000015e-15
932,4.645290000000001e-15
933,4.68864e-15
934,4.4555800000000005e-15
935,4.6660300000000006e-15
936,4.5771800000000015e-15
937,4.624170000000001e-15
938,4.694360000000001e-15
939,5.031700000000001e-15
940,5.05362e-15
941,4.8054900000000015e-15
942,4.7806900000000016e-15
943,4.624390000000001e-15
944,4.430090000000001e-15
945,4.785890000000001e-15
946,4.544300000000001e-15
947,4.789440000000001e-15
948,4.65421e-15
949,4.852160000000001e-15
950,4.458720000000001e-15
951,4.87561e-15
952,4.512420000000001e-15
953,4.6763100000000004e-15
954,4.774280000000001e-15
955,4.621530000000001e-15
956,4.603790000000001e-15
957,4.571230000000001e-15
958,4.590830000000001e-15
959,4.502010000000001e-15
960,4.627300000000001e-15
961,4.5900400000000015e-15
962,4.523970000000001e-15
963,4.4866100000000005e-15
964,4.39934e-15
965,4.39194e-15
966,4.4195900000000005e-15
967,4.505790000000001e-15
968,4.6171800000000014e-15
969,4.659170000000001e-15
970,4.629480000000001e-15
971,4.637640000000001e-15
972,4.6243400000000005e-15
973,4.588610000000001e-15
974,4.414960000000001e-15
975,4.37174e-15
976,4.269480000000001e-15
977,4.34496e-15
978,4.3748100000000006e-15
979,4.3300000000000005e-15
980,4.323300000000001e-15
981,4.39696e-15
982,4.437930000000001e-15
983,4.415880000000001e-15
984,4.448980000000001e-15
985,4.39232e-15
986,4.3116200000000004e-15
987,4.308140000000001e-15
988,4.361790000000001e-15
989,4.3492000000000005e-15
990,4.3201200000000005e-15
991,4.3261400000000005e-15
992,4.3393500000000006e-15
993,4.25654e-15
994,4.3593000000000004e-15
995,4.308930000000001e-15
996,4.3094200000000005e-15
997,4.281700000000001e-15
998,4.325780000000001e-15
999,4.296400000000001e-15
1000,4.223870000000001e-15
1001,4.227330000000001e-15
1002,4.34482e-15
1003,4.269620000000001e-15
1004,4.148410000000001e-15
1005,3.996550000000001e-15
1006,4.1490500000000014e-15
1007,4.101580000000001e-15
1008,4.205820000000001e-15
1009,4.138620000000001e-15
1010,4.134360000000001e-15
1011,4.185560000000001e-15
1012,4.150510000000001e-15
1013,4.098490000000001e-15
1014,4.038620000000001e-15
1015,4.1386800000000004e-15
1016,4.1089200000000005e-15
1017,4.139510000000001e-15
1018,4.052330000000001e-15
1019,4.091230000000001e-15
1020,4.124890000000001e-15
1021,4.06912e-15
1022,4.013480000000001e-15
1023,4.0457200000000006e-15
1024,4.072910000000001e-15
1025,4.00242e-15
1026,3.9237600000000005e-15
1027,3.934820000000001e-15
1028,3.984920000000001e-15
1029,4.004160000000001e-15
1030,3.994170000000001e-15
1031,3.9696700000000005e-15
1032,3.925890000000001e-15
1033,3.8641800000000004e-15
1034,3.8295600000000014e-15
1035,3.85579e-15
1036,3.8877300000000006e-15
1037,3.877010000000002e-15
1038,3.89121e-15
1039,3.9858600000000004e-15
1040,4.052390000000002e-15
1041,3.99161e-15
1042,3.906060000000001e-15
1043,3.9015500000000005e-15
1044,3.895330000000001e-15
1045,3.805210000000001e-15
1046,3.739890000000002e-15
1047,3.8026800000000005e-15
1048,3.88455e-15
1049,3.8695600000000005e-15
1050,3.826490000000001e-15
1051,3.814520000000001e-15
1052,3.824850000000001e-15
1053,3.815430000000001e-15
1054,3.801760000000001e-15
1055,3.8009400000000006e-15
1056,3.794520000000001e-15
1057,3.764340000000001e-15
1058,3.72891e-15
1059,3.708440000000001e-15
1060,3.6935000000000006e-15
1061,3.6709700000000006e-15
1062,3.64264e-15
1063,3.654210000000001e-15
1064,3.6370700000000005e-15
1065,3.62033e-15
1066,3.604430000000001e-15
1067,3.589810000000001e-15
1068,3.5769200000000005e-15
1069,3.566210000000001e-15
1070,3.558120000000001e-15
1071,3.552920000000001e-15
1072,3.550260000000001e-15
1073,3.5495800000000008e-15
1074,3.55035e-15
1075,3.5520300000000006e-15
1076,3.55409e-15
1077,3.5559800000000014e-15
1078,3.5571600000000004e-15
1079,3.557100000000001e-15
1080,3.555260000000001e-15
1081,3.5512400000000005e-15
1082,3.5452100000000003e-15
1083,3.5374700000000003e-15
1084,3.5283300000000007e-15
1085,3.5180900000000003e-15
1086,3.5070600000000006e-15
1087,3.495550000000001e-15
1088,3.48386e-15
1089,3.4723000000000004e-15
1090,3.4611800000000004e-15
1091,3.4507400000000005e-15
1092,3.441000000000001e-15
1093,3.4319400000000007e-15
1094,3.423510000000001e-15
1095,3.415670000000001e-15
1096,3.4084000000000007e-15
1097,3.4016500000000008e-15
1098,3.39539e-15
1099,3.3895900000000003e-15
1100,3.3842000000000004e-15
