wavelengths,flambda
300.0,6.4997208385
301.0,6.3467606715
302.0,6.4684170020000025
303.0,6.391775958
304.0,6.3266167630000005
305.0,5.856391527500001
306.0,5.548998703000002
307.0,6.038861119499998
308.0,5.731849831000002
309.0,5.7749753219999995
310.0,6.098339005
311.0,5.896667421500002
312.0,5.739188437500001
313.0,6.074987809500001
314.0,6.363494601999999
315.0,7.078081722499999
316.0,5.4370119254999985
317.0,5.523000601499998
318.0,5.3980833305
319.0,5.1509791555
320.0,4.9360193885
321.0,5.719151836000002
322.0,4.824098187500002
323.0,5.341091390500001
324.0,5.928477985499999
325.0,5.343780027000001
326.0,5.657486080000002
327.0,5.753955073
328.0,4.509277334
329.0,4.263681418499999
330.0,4.5079240735
331.0,4.915917210500002
332.0,4.5665971564999985
333.0,4.7550640175000005
334.0,4.682435063
335.0,4.682399294
336.0,4.6161849135
337.0,4.352376615499999
338.0,4.631684813499998
339.0,4.1939735989999996
340.0,4.147104286000001
341.0,4.020559525499998
342.0,4.515131527000001
343.0,3.7821293330000003
344.0,3.9308806809999997
345.0,3.5684334039999985
346.0,3.638528721000002
347.0,3.4033892764999987
348.0,3.612810809999999
349.0,3.2945084404999996
350.0,3.3134779334999998
351.0,2.695544612500001
352.0,2.7225203999999987
353.0,2.7034078310000016
354.0,2.815126340999999
355.0,2.4361955165000015
356.0,2.4187402444999986
357.0,2.6000652285
358.0,2.115639699999999
359.0,2.2268753285000003
360.0,2.0567818105000004
361.0,1.636418561000001
362.0,1.1710340635000005
363.0,2.127956159
364.0,1.0393504900000021
365.0,1.3494856044999999
366.0,1.649045017999999
367.0,1.2569988934999987
368.0,1.4116342419999999
369.0,1.6155235035000004
370.0,1.7354331144999993
371.0,2.3595127419999997
372.0,2.598580815
373.0,3.060436104499999
374.0,4.333013663500001
375.0,1.8431753040000007
376.0,4.750807506499999
377.0,2.334736747999999
378.0,5.823424432500001
379.0,5.163867918500003
380.0,3.3650091395000015
381.0,5.9326987275
382.0,5.207595521000002
383.0,3.4053804175
384.0,3.9302308774999997
385.0,5.384175151000001
386.0,4.956187143000001
387.0,4.376073578
388.0,4.107311273499999
389.0,1.1847991669999995
390.0,5.031576271999999
391.0,4.746545034
392.0,3.9919622099999987
393.0,3.035320304999999
394.0,4.153906357499999
395.0,4.4035620545
396.0,3.3741063884999996
397.0,-0.02226746850000083
398.0,3.1963284970000014
399.0,3.3087564255000004
400.0,3.123270314500001
401.0,2.6009773380000016
402.0,2.7146989119999994
403.0,2.2317458739999996
404.0,2.6876277405
405.0,2.688343120500001
406.0,2.4466758334999987
407.0,2.179487365
408.0,1.942744277000001
409.0,1.7325954405000008
410.0,-1.2177568710000006
411.0,1.3002257299999993
412.0,1.2118703385000007
413.0,1.0800556119999989
414.0,0.9137834154999993
415.0,1.321305594
416.0,1.274138206
417.0,1.052394252000001
418.0,0.8077760225000006
419.0,0.9346188580000003
420.0,0.9264277570000008
421.0,0.7431891314999994
422.0,0.4707128125000004
423.0,0.33636444849999947
424.0,0.4290001969999988
425.0,0.44702181150000087
426.0,0.2335524195000005
427.0,-0.1177110834999997
428.0,0.0574020174999994
429.0,0.12840944400000076
430.0,0.2016345485000013
431.0,0.05821278149999998
432.0,-0.06740198500000005
433.0,-0.40079887249999935
434.0,-2.822878823
435.0,-0.8367454829999996
436.0,-0.33892446399999976
437.0,-0.3334219995000005
438.0,-0.5450671724999996
439.0,-1.0099270580000006
440.0,-0.5642393564999999
441.0,-0.7355192129999999
442.0,-1.4122150394999995
443.0,-2.1386118915
444.0,-1.5909765784999994
445.0,-1.1747863789999986
446.0,-1.1617128095000009
447.0,-1.8878235095000004
448.0,-1.6998633759999997
449.0,-1.3182975685000002
450.0,-1.2728888229999988
451.0,-1.2243324055000002
452.0,-1.3504538994999997
453.0,-1.6342809144999997
454.0,-1.5287742874999992
455.0,-1.8034921305000005
456.0,-1.6226440664999995
457.0,-1.65930133
458.0,-1.7471738400000003
459.0,-1.7162932699999995
460.0,-1.7684265875000005
461.0,-1.8257225639999994
462.0,-1.9075203055000003
463.0,-1.9845607699999999
464.0,-1.9811269459999998
465.0,-2.0057360180000003
466.0,-1.9154192929999994
467.0,-2.026964919500001
468.0,-1.8880560079999995
469.0,-2.0661796665
470.0,-2.1654982564999994
471.0,-2.3564152939999996
472.0,-2.2750527419999997
473.0,-2.5761979145
474.0,-2.4804443015000004
475.0,-2.348987265
476.0,-2.7441274080000007
477.0,-2.681913194
478.0,-2.812565427999999
479.0,-2.634781575
480.0,-2.8360060459999996
481.0,-2.784892144999999
482.0,-3.073810281
483.0,-2.8948281665
484.0,-2.6945396509999995
485.0,-3.134021430999999
486.0,-4.969424205
487.0,-3.601295724
488.0,-3.456323967000001
489.0,-3.315286799999999
490.0,-3.3212542615
491.0,-3.140334659499999
492.0,-3.840190913499999
493.0,-3.291023495000001
494.0,-3.176085774999999
495.0,-3.397686652999999
496.0,-3.3273290299999996
497.0,-3.6138446815
498.0,-3.5501579769999996
499.0,-3.5505573975000004
500.0,-3.855959081
501.0,-3.920462511
502.0,-3.9471700310000006
503.0,-3.972220254
504.0,-3.9751652350000004
505.0,-4.049397833
506.0,-4.023453385000001
507.0,-3.9967339420000005
508.0,-3.983821333
509.0,-4.0550910655
510.0,-4.110902628499999
511.0,-4.217869823
512.0,-4.1852127260000005
513.0,-4.270855634999999
514.0,-4.2338883735
515.0,-4.2943737525
516.0,-4.415046435499999
517.0,-4.404953615999999
518.0,-4.346781299
519.0,-4.3856681635
520.0,-4.4352916895000005
521.0,-4.5823499715
522.0,-4.5199867199999995
523.0,-4.641189976500001
524.0,-4.6751168729999995
525.0,-4.787407687
526.0,-4.823593992
527.0,-4.9060594215
528.0,-4.9772397315
529.0,-4.957775434
530.0,-4.9858242915
531.0,-4.976423006
532.0,-5.098800677999999
533.0,-5.176526715
534.0,-5.1437265420000005
535.0,-5.2488397099999995
536.0,-5.2618238569999995
537.0,-5.303214551499999
538.0,-5.368946050499999
539.0,-5.3703708489999995
540.0,-5.4371933025
541.0,-5.450803407
542.0,-5.5787848890000005
543.0,-5.6060229825
544.0,-5.632027045499999
545.0,-5.813059915999999
546.0,-5.763591389
547.0,-5.7553645190000005
548.0,-5.835403618
549.0,-5.8627728645
550.0,-5.794877340999999
551.0,-5.9730606145
552.0,-5.9624729905
553.0,-6.036723473
554.0,-6.01405785
555.0,-6.049051855
556.0,-6.011816326000001
557.0,-6.0864125755
558.0,-6.0982401914999995
559.0,-6.104636881
560.0,-6.0955813625
561.0,-6.1266288545
562.0,-6.1774804495
563.0,-6.26849467
564.0,-6.41574372
565.0,-6.3967503809999995
566.0,-6.4213296455
567.0,-6.4734450785
568.0,-6.5195751655
569.0,-6.5118132925
570.0,-6.614941280999999
571.0,-6.644343399
572.0,-6.603137511
573.0,-6.614130517
574.0,-6.7365856885
575.0,-6.7224450105
576.0,-6.681841234
577.0,-6.8122490465
578.0,-7.235986505
579.0,-6.9532742905
580.0,-6.9690484195
581.0,-6.887703752
582.0,-6.899018679
583.0,-6.927145036
584.0,-6.9573221489999995
585.0,-6.9978782335
586.0,-6.9361230549999995
587.0,-7.107867908499999
588.0,-7.192473516500001
589.0,-7.688202049
590.0,-7.3165681005
591.0,-7.1397261645
592.0,-7.1923423635
593.0,-7.1970042565000005
594.0,-7.2773175844999995
595.0,-7.3801296135
596.0,-7.2963765
597.0,-7.313342929
598.0,-7.3743588815
599.0,-7.4065629045
600.0,-7.4508330035000006
601.0,-7.422986837000001
602.0,-7.4221820345
603.0,-7.4664044415
604.0,-7.5275336625
605.0,-7.4488180165
606.0,-7.4817493425
607.0,-7.499210576
608.0,-7.532159786499999
609.0,-7.5155808550000005
610.0,-7.564739384
611.0,-7.550300631
612.0,-7.560816717
613.0,-7.587488468
614.0,-7.6619416415
615.0,-7.680428253
616.0,-7.681286709
617.0,-7.7268266075000005
618.0,-7.7561452645
619.0,-7.7272081434999995
620.0,-7.780319147
621.0,-7.7634779095
622.0,-7.752610095
623.0,-7.771281513
624.0,-7.784671041999999
625.0,-7.806168211
626.0,-7.814490465
627.0,-7.9386863945
628.0,-8.1848367295
629.0,-7.9786880595
630.0,-7.9569166615
631.0,-7.958818379999999
632.0,-7.968273319000001
633.0,-7.9421559875
634.0,-8.0015563735
635.0,-8.104958590999999
636.0,-7.989907602500001
637.0,-8.1337109055
638.0,-8.1039272515
639.0,-8.057946202
640.0,-8.101059769999999
641.0,-8.097268256
642.0,-8.094013277
643.0,-8.110705477
644.0,-8.1295974705
645.0,-8.205052175999999
646.0,-8.2058808245
647.0,-8.2437482725
648.0,-8.2680831155
649.0,-8.2541212825
650.0,-8.229434711
651.0,-8.2716838615
652.0,-8.2377748495
653.0,-8.286975109
654.0,-8.289145095
655.0,-8.324031793
656.0,-8.6511571825
657.0,-8.4202563645
658.0,-8.4747087055
659.0,-8.351812383
660.0,-8.335549411
661.0,-8.38423102
662.0,-8.369476307500001
663.0,-8.376433378
664.0,-8.3899838675
665.0,-8.425031526
666.0,-8.4370201025
667.0,-8.4916870575
668.0,-8.731285704
669.0,-8.476073889
670.0,-8.509040984
671.0,-8.5077473385
672.0,-8.549424185
673.0,-8.5348363945
674.0,-8.5595050815
675.0,-8.5875479775
676.0,-8.5840664615
677.0,-8.604365369
678.0,-8.6139454995
679.0,-8.6326884555
680.0,-8.638834762
681.0,-8.640790134
682.0,-8.6684574555
683.0,-8.68445216
684.0,-8.7574149585
685.0,-8.7718060195
686.0,-8.7855770845
687.0,-8.801464482
688.0,-8.815390546
689.0,-8.8292629565
690.0,-8.8427896
691.0,-8.856238743999999
692.0,-8.869985963
693.0,-8.881479735
694.0,-8.894165807
695.0,-8.9075016825
696.0,-8.922888314
697.0,-8.936707071
698.0,-8.884263755500001
699.0,-8.969447629000001
700.0,-8.9622997905
701.0,-8.913683758000001
702.0,-8.927091171499999
703.0,-8.966371495
704.0,-8.958061164
705.0,-8.976362969
706.0,-9.038654682499999
707.0,-9.071150819
708.0,-8.988691351
709.0,-8.9895199995
710.0,-9.021610754000001
711.0,-9.004537018
712.0,-9.011494088500001
713.0,-9.001448961
714.0,-9.0030764505
715.0,-9.0241324685
716.0,-9.0399185205
717.0,-9.147863401
718.0,-9.216015269
719.0,-9.276059497
720.0,-9.2607801725
721.0,-9.105125407500001
722.0,-9.0932500995
723.0,-9.185683157
724.0,-9.264816108
725.0,-9.239300887999999
726.0,-9.213702207
727.0,-9.2453756565
728.0,-9.305831228
729.0,-9.3439669435
730.0,-9.2907069025
731.0,-9.31482117
732.0,-9.3042097
733.0,-9.3410458085
734.0,-9.3418446495
735.0,-9.3893101125
736.0,-9.38862454
737.0,-9.4504274105
738.0,-9.4217406725
739.0,-9.4462662835
740.0,-9.4663625
741.0,-9.496658843
742.0,-9.4677396065
743.0,-9.466410192
744.0,-9.475698209
745.0,-9.4874721715
746.0,-9.5025905355
747.0,-9.536505509
748.0,-9.5193065815
749.0,-9.5438321925
750.0,-9.5492213885
751.0,-9.5510336845
752.0,-9.570164137999999
753.0,-9.578939466
754.0,-9.590934004
755.0,-9.6123655965
756.0,-9.6237759075
757.0,-9.633743535499999
758.0,-9.6424234795
759.0,-9.651467075
760.0,-9.6607610535
761.0,-9.6703471455
762.0,-9.679879584
763.0,-9.6892808695
764.0,-9.698551002
765.0,-9.707713827500001
766.0,-9.716781269
767.0,-9.7259083255
768.0,-9.735118843
769.0,-9.7438166715
770.0,-9.7534266095
771.0,-9.7593523405
772.0,-9.7554058275
773.0,-9.758201771
774.0,-9.774762818
775.0,-9.786542742
776.0,-9.7877648495
777.0,-9.87842138
778.0,-9.9171293995
779.0,-9.826103256
780.0,-9.820928674
781.0,-9.8394152855
782.0,-9.851868859
783.0,-9.8548674935
784.0,-9.879864063
785.0,-9.869246631500001
786.0,-9.894183586
787.0,-9.9014506545
788.0,-9.9283131735
789.0,-9.921081874
790.0,-9.9414284735
791.0,-9.922453018999999
792.0,-9.9431215395
793.0,-9.9570952955
794.0,-9.940027521
795.0,-9.984989154
796.0,-9.9686367595
797.0,-9.9882620175
798.0,-10.004173261
799.0,-9.9924946825
800.0,-10.0154106885
801.0,-10.0078634295
802.0,-10.0261652345
803.0,-10.0318405825
804.0,-10.0521335285
805.0,-10.049981427
806.0,-10.0511081505
807.0,-10.061546737
808.0,-10.0729868555
809.0,-10.0732730075
810.0,-10.0794729675
811.0,-10.085905426
812.0,-10.081303148
813.0,-10.088564255
814.0,-10.1098766175
815.0,-10.142730444
816.0,-10.1713158365
817.0,-10.185152478000001
818.0,-10.1849557485
819.0,-10.171929871
820.0,-10.167589899
821.0,-10.129436299
822.0,-10.1782907915
823.0,-10.30621862
824.0,-10.1760969595
825.0,-10.147666566
826.0,-10.1973079765
827.0,-10.191924742
828.0,-10.240391737
829.0,-10.2328265935
830.0,-10.23754214
831.0,-10.2460134315
832.0,-10.2748193995
833.0,-10.2502937885
834.0,-10.270604619
835.0,-10.267182718
836.0,-10.2813174345
837.0,-10.2822951205
838.0,-10.2981407875
839.0,-10.293604086
840.0,-10.2907604505
841.0,-10.2933715875
842.0,-10.303899596499999
843.0,-10.283421844
844.0,-10.385172726
845.0,-10.3298798135
846.0,-10.2916546755
847.0,-10.38359889
848.0,-10.2887335405
849.0,-10.2596533435
850.0,-10.3914501855
851.0,-10.3785494995
852.0,-10.2914877535
853.0,-10.3111964725
854.0,-10.3823529365
855.0,-10.4830903635
856.0,-10.3010738455
857.0,-10.2919646735
858.0,-10.325867724
859.0,-10.376993548
860.0,-10.542562287500001
861.0,-10.352098324
862.0,-10.2946831175
863.0,-10.2815320485
864.0,-10.275385742000001
865.0,-10.3134737655
866.0,-10.4092869935
867.0,-10.532409853
868.0,-10.359252124
869.0,-10.3224756305
870.0,-10.28141878
871.0,-10.2857527905
872.0,-10.3022542225
873.0,-10.329897698
874.0,-10.4040051045
875.0,-10.567535011
876.0,-10.443100621500001
877.0,-10.372701268
878.0,-10.383408122
879.0,-10.3668291905
880.0,-10.3496481475
881.0,-10.3682122585
882.0,-10.371061855499999
883.0,-10.373166265
884.0,-10.3940255535
885.0,-10.4608420455
886.0,-10.5908146685
887.0,-10.551731074500001
888.0,-10.4426952395
889.0,-10.4035639535
890.0,-10.403808375
891.0,-10.3967201515
892.0,-10.407957579
893.0,-10.4304383955
894.0,-10.434784329
895.0,-10.4602339725
896.0,-10.461038775
897.0,-10.497618539
898.0,-10.5077828965
899.0,-10.6018315205
900.0,-10.574903425
901.0,-10.65305869
902.0,-10.7222776665
903.0,-10.532421776
904.0,-10.455208428
905.0,-10.4714296695
906.0,-10.48911744
907.0,-10.573603818
908.0,-10.5537102925
909.0,-10.5704263385
910.0,-10.553895099
911.0,-10.5550337455
912.0,-10.5644529155
913.0,-10.586659503
914.0,-10.60834744
915.0,-10.621862160500001
916.0,-10.6187741035
917.0,-10.6152687415
918.0,-10.6081626335
919.0,-10.599607881
920.0,-10.5979326995
921.0,-10.6538754155
922.0,-10.6903717185
923.0,-10.7792815295
924.0,-10.7004228075
925.0,-10.6665137955
926.0,-10.6711041505
927.0,-10.6587876915
928.0,-10.663837082
929.0,-10.6512762015
930.0,-10.698294552
931.0,-10.7409729305
932.0,-10.797112376
933.0,-10.7692423635
934.0,-10.7919795245
935.0,-10.737962373
936.0,-10.767376414
937.0,-10.753235736
938.0,-10.720721715
939.0,-10.6320324795
940.0,-10.6206460145
941.0,-10.6892032645
942.0,-10.7539809235
943.0,-10.8343777125
944.0,-10.8469445545
945.0,-10.7652720045
946.0,-10.814054959
947.0,-10.742540805
948.0,-10.789022620499999
949.0,-10.768437561
950.0,-10.8646979015
951.0,-10.741932732
952.0,-10.8188539665
953.0,-10.8466226335
954.0,-10.8753212945
955.0,-10.945207959
956.0,-10.8573414105
957.0,-10.8405895955
958.0,-10.794119703
959.0,-10.824070279
960.0,-10.799699667
961.0,-10.8238854725
962.0,-10.8841085455
963.0,-10.8438445745
964.0,-10.865991547
965.0,-10.8302762005
966.0,-10.837602884
967.0,-10.8389680675
968.0,-10.845984753
969.0,-10.8860162255
970.0,-10.900246326
971.0,-10.875488216499999
972.0,-10.8419965095
973.0,-10.877521088
974.0,-10.9099933785
975.0,-10.8971761535
976.0,-10.8907735025
977.0,-10.8410784385
978.0,-10.870188443
979.0,-10.897062885
980.0,-10.91035703
981.0,-10.941523752
982.0,-10.934584566
983.0,-10.917844674
984.0,-10.8741766865
985.0,-10.8985115295
986.0,-10.9567673075
987.0,-10.933833417
988.0,-10.9576853785
989.0,-10.908830886
990.0,-10.928813834
991.0,-10.894034443
992.0,-10.9361405175
993.0,-10.926703462999999
994.0,-10.9465373735
995.0,-10.957989415
996.0,-10.917689675
997.0,-10.983957709
998.0,-10.946924871
999.0,-10.9820679135
1000.0,-10.967193971
1001.0,-10.992488615500001
1002.0,-11.039864656
1003.0,-11.0390717765
1004.0,-11.059346838
1005.0,-11.097977358
1006.0,-11.044884239
1007.0,-11.036216218
1008.0,-10.989633057
1009.0,-11.018653639
1010.0,-11.0392744675
1011.0,-11.021694004
1012.0,-11.0057708375
1013.0,-11.0464163445
1014.0,-11.0282576155
1015.0,-11.039948117
1016.0,-11.0276137735
1017.0,-11.0247999455
1018.0,-11.0272441605
1019.0,-11.029312801
1020.0,-11.048854598
1021.0,-11.097130825
1022.0,-11.1355526925
1023.0,-11.1268489025
1024.0,-11.0887668405
1025.0,-11.0519843855
1026.0,-11.043739631
1027.0,-11.075693271
1028.0,-11.100564649
1029.0,-11.0790376725
1030.0,-11.062566048
1031.0,-11.100505034
1032.0,-11.1202077915
1033.0,-11.111533809
1034.0,-11.0931306585
1035.0,-11.089297414
1036.0,-11.1001771515
1037.0,-11.11781723
1038.0,-11.1257996785
1039.0,-11.114371483
1040.0,-11.108779596
1041.0,-11.1311888745
1042.0,-11.156519288
1043.0,-11.158331584
1044.0,-11.1520302785
1045.0,-11.1560244835
1046.0,-11.1589933105
1047.0,-11.1483222255
1048.0,-11.1361249965
1049.0,-11.135809037
1050.0,-11.141365155
1051.0,-11.1459614715
1052.0,-11.158856196
1053.0,-11.185468332
1054.0,-11.1997222785
1055.0,-11.180222212
1056.0,-11.155875446
1057.0,-11.1570856305
1058.0,-11.1701174695
1059.0,-11.1757093565
1060.0,-11.176800311000001
1061.0,-11.1801089435
1062.0,-11.185408717
1063.0,-11.186541402
1064.0,-11.1890988855
1065.0,-11.1916504075
1066.0,-11.1941900065
1067.0,-11.1967296055
1068.0,-11.199263243
1069.0,-11.2017849575
1070.0,-11.204306672
1071.0,-11.2068164635
1072.0,-11.209326255
1073.0,-11.2118241235
1074.0,-11.214316030500001
1075.0,-11.216801976
1076.0,-11.2192879215
1077.0,-11.221761944
1078.0,-11.224230005
1079.0,-11.2266921045
1080.0,-11.229148242499999
1081.0,-11.231598419
1082.0,-11.234042634
1083.0,-11.236474926
1084.0,-11.238907218
1085.0,-11.2413335485
1086.0,-11.243747956
1087.0,-11.2461623635
1088.0,-11.2485708095
1089.0,-11.2509673325
1090.0,-11.253357894
1091.0,-11.255748455500001
1092.0,-11.258127094
1093.0,-11.2605057325
1094.0,-11.262872448
1095.0,-11.265233202
1096.0,-11.2675879945
1097.0,-11.2699368255
1098.0,-11.272279695
1099.0,-11.274616603
1100.0,-11.276947549500001
